VM;Powerstate;Template;SRM Placeholder;Config status;DNS Name;Connection state;Guest state;Heartbeat;Consolidation Needed;PowerOn;Suspend time;Creation date;Change Version;CPUs;Memory;NICs;Disks;Total disk capacity MiB;min Required EVC Mode Key;Latency Sensitivity;EnableUUID;CBT;Primary IP Address;Network #1;Network #2;Network #3;Network #4;Network #5;Network #6;Network #7;Network #8;Num Monitors;Video Ram KiB;Resource pool;Folder ID;Folder;vApp;DAS protection;FT State;FT Role;FT Latency;FT Bandwidth;FT Sec. Latency;Provisioned MiB;In Use MiB;Unshared MiB;HA Restart Priority;HA Isolation Response;HA VM Monitoring;Cluster rule(s);Cluster rule name(s);Boot Required;Boot delay;Boot retry delay;Boot retry enabled;Boot BIOS setup;Reboot PowerOff;EFI Secure boot;Firmware;HW version;HW upgrade status;HW upgrade policy;HW target;Path;Log directory;Snapshot directory;Suspend directory;Annotation;VEEAM_LAST_SUCCESSFUL_BACKUP;Veeam_Backup;Datacenter;Cluster;Host;OS according to the configuration file;OS according to the VMware Tools;VM ID;SMBIOS UUID;VM UUID;VI SDK Server type;VI SDK API Version;VI SDK Server;VI SDK UUID
vcfhomadfsapp51;poweredOn;False;False;green;vcfhomadfsapp51.vincic-fr.grpsc.net;connected;running;green;False;2025/05/27 02:59:07;;2023/06/05 15:51:36;2025/06/14 10:11:49;2;6 144;1;1;102 400;intel-haswell;normal;True;True;10.120.17.29;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1248;/DC-VIC-00/PA4/ADFS;;True;notConfigured;;gray;-1;-1;426 760;141 000;129 900;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] d3e77d64-f6b8-3bf0-215d-d4f5ef42b8b4/vcfhomadfsapp51.vmx;[Vsan_Datastore] d3e77d64-f6b8-3bf0-215d-d4f5ef42b8b4/;[Vsan_Datastore] d3e77d64-f6b8-3bf0-215d-d4f5ef42b8b4/;[Vsan_Datastore] d3e77d64-f6b8-3bf0-215d-d4f5ef42b8b4/;;"Last backup: [15/06/2025 19:14:08]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx08.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-82366;421af24c-b98b-382f-b927-e4ad170bf241;501a98c1-6aea-c41d-2f15-8484bafb1b01;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vcfhomadfsapp52;poweredOn;False;False;green;vcfhomadfsapp52.vincic-fr.grpsc.net;connected;running;green;False;2025/05/22 03:08:56;;2023/06/05 15:52:56;2025/06/14 12:50:20;2;6 144;1;1;102 400;intel-haswell;normal;True;True;10.120.17.30;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1356;/DC-VIC-00/PA3/ADFS;;True;notConfigured;;gray;-1;-1;426 900;138 432;127 192;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 07e87d64-dc9b-5da2-26da-d4f5ef42b5e8/vcfhomadfsapp52.vmx;[Vsan_Datastore] 07e87d64-dc9b-5da2-26da-d4f5ef42b5e8/;[Vsan_Datastore] 07e87d64-dc9b-5da2-26da-d4f5ef42b5e8/;[Vsan_Datastore] 07e87d64-dc9b-5da2-26da-d4f5ef42b5e8/;;"Last backup: [15/06/2025 21:21:52]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-82367;421ad2d6-f581-17c5-7b35-a10fc855df0d;501a69fe-27b7-ba8b-5fed-14fd332c873b;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VCFPRDADDSWDC50;poweredOn;False;False;green;VCFPRDADDSWDC50.vincic-fr.grpsc.net;connected;running;green;False;2025/05/22 02:59:41;;2020/06/25 13:25:54;2025/06/15 08:03:12;8;16 384;1;2;307 200;intel-haswell;normal;True;True;10.120.19.11;VIC-E-INF-TIER0-PED-3918;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1355;/DC-VIC-00/PA3/DC;;True;notConfigured;;gray;-1;-1;1 258 932;634 724;620 892;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 00f0c860-f262-1bb9-b6db-d4f5ef332ca0/VCFPRDADDSWDC50.vmx;[Vsan_Datastore] 00f0c860-f262-1bb9-b6db-d4f5ef332ca0/;[Vsan_Datastore] 00f0c860-f262-1bb9-b6db-d4f5ef332ca0/;[Vsan_Datastore] 00f0c860-f262-1bb9-b6db-d4f5ef332ca0/;;"Last backup: [15/06/2025 21:01:25]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx04.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1298;421aba34-17e4-ffd4-aa2d-4f31f58b17d7;501a89fa-9646-59f8-8082-4723a68bd4bd;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VCFPRDADDSWDC51;poweredOn;False;False;green;VCFPRDADDSWDC51.vincic-fr.grpsc.net;connected;running;green;False;2025/05/27 03:03:22;;2020/06/25 13:27:44;2025/06/15 07:50:14;8;16 384;1;2;307 200;intel-haswell;normal;True;True;10.120.19.12;VIC-E-INF-TIER0-PED-3918;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1247;/DC-VIC-00/PA4/DC;;True;notConfigured;;gray;-1;-1;1 259 972;971 344;955 192;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] c7efc860-2e64-4dba-b8c2-d4f5ef332ca0/VCFPRDADDSWDC51.vmx;[Vsan_Datastore] c7efc860-2e64-4dba-b8c2-d4f5ef332ca0/;[Vsan_Datastore] c7efc860-2e64-4dba-b8c2-d4f5ef332ca0/;[Vsan_Datastore] c7efc860-2e64-4dba-b8c2-d4f5ef332ca0/;;"Last backup: [15/06/2025 19:29:43]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1299;421a0fc6-35f2-9895-8dee-21ec1b4a088c;501a61a9-3425-ba67-7b79-45c2d8bef4f3;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VCFPRDADDSWDC52;poweredOn;False;False;green;vcfprdaddswdc52.vincic-fr.grpsc.net;connected;running;green;False;2025/06/11 03:54:30;;2021/03/05 15:13:50;2025/06/14 11:10:48;8;16 384;1;1;102 400;intel-haswell;normal;True;True;10.120.19.13;VIC-E-INF-TIER0-PED-3918;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1355;/DC-VIC-00/PA3/DC;;True;notConfigured;;gray;-1;-1;436 324;249 060;238 636;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 711bc960-b66e-a5ea-f0bd-d4f5ef33bf20/VCFPRDADDSWDC52.vmx;[Vsan_Datastore] 711bc960-b66e-a5ea-f0bd-d4f5ef33bf20/;[Vsan_Datastore] 711bc960-b66e-a5ea-f0bd-d4f5ef33bf20/;[Vsan_Datastore] 711bc960-b66e-a5ea-f0bd-d4f5ef33bf20/;;"Last backup: [15/06/2025 21:01:11]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx08.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-17220;421a0b42-9bfb-dd5a-dcb4-994176bd4493;501a7126-a674-58c3-0f05-726f11c4b72b;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VCFPRDADDSWDC53;poweredOn;False;False;green;vcfprdaddswdc53.vincic-fr.grpsc.net;connected;running;green;False;2025/05/27 04:04:15;;2021/03/05 15:14:58;2025/06/15 07:51:46;8;16 384;1;1;102 400;intel-haswell;normal;True;True;10.120.19.14;VIC-E-INF-TIER0-PED-3918;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1247;/DC-VIC-00/PA4/DC;;True;notConfigured;;gray;-1;-1;436 388;287 396;276 908;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] d7bfc860-34ae-e2ab-91d6-d4f5ef33a2e0/VCFPRDADDSWDC53.vmx;[Vsan_Datastore] d7bfc860-34ae-e2ab-91d6-d4f5ef33a2e0/;[Vsan_Datastore] d7bfc860-34ae-e2ab-91d6-d4f5ef33a2e0/;[Vsan_Datastore] d7bfc860-34ae-e2ab-91d6-d4f5ef33a2e0/;;"Last backup: [15/06/2025 19:22:58]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx01.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-17221;421a4f42-ab4f-66fd-e33c-b1c525f6065f;501a6f54-78e6-3cbe-a01e-eecdeb9064ef;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VCFPRDADFSAPP51;poweredOn;False;False;green;VCFPRDADFSAPP51.vincic-fr.grpsc.net;connected;running;green;False;2025/05/27 03:10:54;;2023/11/16 11:16:57;2025/06/14 12:53:22;2;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.17.52;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1356;/DC-VIC-00/PA3/ADFS;;True;notConfigured;;gray;-1;-1;427 476;141 936;132 168;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 6eeb5565-0c8f-6eae-d950-d4f5ef42b17c/VCFPRDADFSAPP51.vmx;[Vsan_Datastore] 6eeb5565-0c8f-6eae-d950-d4f5ef42b17c/;[Vsan_Datastore] 6eeb5565-0c8f-6eae-d950-d4f5ef42b17c/;[Vsan_Datastore] 6eeb5565-0c8f-6eae-d950-d4f5ef42b17c/;;"Last backup: [15/06/2025 21:01:40]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-98532;421a5fe1-27d1-bfa2-fca4-1f8cbe5b8696;501a771d-3e18-0f9b-0e28-ef98842bcc96;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VCFPRDADFSAPP52;poweredOn;False;False;green;VCFPRDADFSAPP52.vincic-fr.grpsc.net;connected;running;green;False;2025/05/22 03:00:56;;2023/11/16 11:18:07;2025/06/14 10:12:30;2;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.17.53;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1248;/DC-VIC-00/PA4/ADFS;;True;notConfigured;;gray;-1;-1;428 264;143 576;133 020;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] bbeb5565-dea2-a9ff-ede3-d4f5ef42b17c/VCFPRDADFSAPP52.vmx;[Vsan_Datastore] bbeb5565-dea2-a9ff-ede3-d4f5ef42b17c/;[Vsan_Datastore] bbeb5565-dea2-a9ff-ede3-d4f5ef42b17c/;[Vsan_Datastore] bbeb5565-dea2-a9ff-ede3-d4f5ef42b17c/;;"Last backup: [15/06/2025 19:12:06]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-98533;421af7c6-950f-4c42-f159-e5a21f402f5d;501a5e8c-e3df-f100-b7c8-988de642522c;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VCFPRDMEPPPRX01;poweredOn;False;False;green;VCFPRDMEPPPRX01.vincic-fr.grpsc.net;connected;running;green;False;2024/09/19 17:45:25;;2024/09/12 14:38:16;2025/06/14 13:55:26;2;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.16.92;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v1355;/DC-VIC-00/PA3/DC;;True;notConfigured;;gray;-1;-1;426 388;137 220;128 540;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] 60e0e266-d005-9a9f-393b-d4f5ef42b8b4/VCFPRDMEPPPRX01.vmx;[Vsan_Datastore] 60e0e266-d005-9a9f-393b-d4f5ef42b8b4/;[Vsan_Datastore] 60e0e266-d005-9a9f-393b-d4f5ef42b8b4/;[Vsan_Datastore] 60e0e266-d005-9a9f-393b-d4f5ef42b8b4/;;"Last backup: [15/06/2025 21:01:04]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2019 (64-bit);vm-137667;421a1182-887b-e027-542f-41d0b1300bd7;501a9321-35ff-9dc0-ec59-791b45e220ed;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VCFPRDMEPPPRX02;poweredOn;False;False;green;VCFPRDMEPPPRX02.vincic-fr.grpsc.net;connected;running;green;False;2024/09/18 09:32:06;;2024/09/12 16:21:40;2025/06/14 10:15:10;2;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.16.93;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v1247;/DC-VIC-00/PA4/DC;;True;notConfigured;;gray;-1;-1;424 708;122 164;115 164;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] 7bf8e266-9c44-fd27-e8c3-d4f5ef42b17c/VCFPRDMEPPPRX02.vmx;[Vsan_Datastore] 7bf8e266-9c44-fd27-e8c3-d4f5ef42b17c/;[Vsan_Datastore] 7bf8e266-9c44-fd27-e8c3-d4f5ef42b17c/;[Vsan_Datastore] 7bf8e266-9c44-fd27-e8c3-d4f5ef42b17c/;;"Last backup: [15/06/2025 19:15:05]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2019 (64-bit);vm-137668;421a1077-25c0-5b96-daa5-c8b8db358e55;501a4b29-9b00-4973-5f26-0598aa127ed3;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VDTPRDADDSWDC01;poweredOn;False;False;green;VDTPRDADDSWDC01.vincic-dt.grpsc.net;connected;running;green;False;2025/05/27 07:46:59;;2020/06/25 13:02:03;2025/06/14 10:21:53;4;16 384;1;2;256 000;intel-haswell;normal;True;True;10.250.55.11;VIC-E-INF-TIER0-PED-555;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1247;/DC-VIC-00/PA4/DC;;True;notConfigured;;gray;-1;-1;1 053 820;907 012;892 900;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] e2afc960-98a1-12b5-4160-d4f5ef332ca0/VDTPRDADDSWDC01.vmx;[Vsan_Datastore] e2afc960-98a1-12b5-4160-d4f5ef332ca0/;[Vsan_Datastore] e2afc960-98a1-12b5-4160-d4f5ef332ca0/;[Vsan_Datastore] e2afc960-98a1-12b5-4160-d4f5ef332ca0/;;"Last backup: [15/06/2025 19:16:07]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1292;421a06a8-7c4f-b4d5-4ad4-f3ac8a6d2039;501a50ab-db96-85b0-3c01-e5d9c11d647b;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VDTPRDADDSWDC02;poweredOn;False;False;green;VDTPRDADDSWDC02.vincic-dt.grpsc.net;connected;running;green;False;2025/05/22 03:03:50;;2020/06/25 13:05:05;2025/06/14 11:56:54;4;16 384;1;2;256 000;intel-haswell;normal;True;True;10.253.55.11;VIC-E-INF-TIER0-PED-555;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1355;/DC-VIC-00/PA3/DC;;True;notConfigured;;gray;-1;-1;1 052 356;274 088;262 032;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 9d24c760-16ba-566b-dfe9-d4f5ef33c500/VDTPRDADDSWDC02.vmx;[Vsan_Datastore] 9d24c760-16ba-566b-dfe9-d4f5ef33c500/;[Vsan_Datastore] 9d24c760-16ba-566b-dfe9-d4f5ef33c500/;[Vsan_Datastore] 9d24c760-16ba-566b-dfe9-d4f5ef33c500/;;"Last backup: [15/06/2025 21:01:39]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx08.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1293;421aef2c-570d-c9b8-3876-35f3f39c782e;501abb0c-8256-618a-06fe-7a9a4db6f105;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VGPPRDADDSWDC01;poweredOn;False;False;green;VGPPRDADDSWDC01.vincic-gp.grpsc.net;connected;running;green;False;2025/05/27 03:10:51;;2020/06/25 13:29:47;2025/06/15 07:20:33;4;16 384;1;2;256 000;intel-haswell;normal;True;True;10.250.58.11;VIC-E-INF-TIER0-PED-558;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1247;/DC-VIC-00/PA4/DC;;True;notConfigured;;gray;-1;-1;1 053 220;890 076;876 868;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] e1efc860-5058-889c-8721-d4f5ef335320/VGPPRDADDSWDC01.vmx;[Vsan_Datastore] e1efc860-5058-889c-8721-d4f5ef335320/;[Vsan_Datastore] e1efc860-5058-889c-8721-d4f5ef335320/;[Vsan_Datastore] e1efc860-5058-889c-8721-d4f5ef335320/;;"Last backup: [15/06/2025 19:19:52]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1300;421ab946-3f59-8c0b-4a70-a29c8cf51407;501a9afb-3277-0490-fe74-d52bf2b3ed34;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VGPPRDADDSWDC02;poweredOn;False;False;green;VGPPRDADDSWDC02.vincic-gp.grpsc.net;connected;running;green;False;2025/05/22 02:57:09;;2020/06/25 13:31:30;2025/06/15 08:03:48;4;16 384;1;2;256 000;intel-haswell;normal;True;True;10.253.58.11;VIC-E-INF-TIER0-PED-558;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1355;/DC-VIC-00/PA3/DC;;True;notConfigured;;gray;-1;-1;1 057 888;888 688;876 104;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 9c24c760-d63a-3276-4671-d4f5ef33c500/VGPPRDADDSWDC02.vmx;[Vsan_Datastore] 9c24c760-d63a-3276-4671-d4f5ef33c500/;[Vsan_Datastore] 9c24c760-d63a-3276-4671-d4f5ef33c500/;[Vsan_Datastore] 9c24c760-d63a-3276-4671-d4f5ef33c500/;;"Last backup: [15/06/2025 21:01:11]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1301;421a2090-6339-4d6a-3ac0-1fe9ae26dd53;501af8c8-13b5-e126-c004-9f99c9543137;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vicdevadfsfbe02;poweredOn;False;False;green;vicdevadfsfbe02.vc-ic.grpsc.net;connected;running;green;False;2025/05/22 02:51:27;;2020/06/25 14:29:56;2025/06/15 07:35:48;2;4 096;1;1;102 400;intel-haswell;normal;True;True;10.120.17.120;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1356;/DC-VIC-00/PA3/ADFS;;True;notConfigured;;gray;-1;-1;424 116;214 896;204 392;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 3a8dc360-6a09-bb22-aa96-d4f5ef3318a0/vicdevadfsfbe02.vmx;[Vsan_Datastore] 3a8dc360-6a09-bb22-aa96-d4f5ef3318a0/;[Vsan_Datastore] 3a8dc360-6a09-bb22-aa96-d4f5ef3318a0/;[Vsan_Datastore] 3a8dc360-6a09-bb22-aa96-d4f5ef3318a0/;ADFS DEV;"Last backup: [15/06/2025 21:06:03]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1310;421a2cfc-f0e0-8f11-18f1-204645257964;501a9984-7d68-36b1-968a-c5a991ede0ca;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vicppdadfsfbe05;poweredOn;False;False;green;vicppdadfsfbe05.vc-ic.grpsc.net;connected;running;green;False;2025/05/27 03:15:01;;2020/06/25 14:31:18;2025/06/14 10:14:38;1;4 096;1;1;102 400;intel-haswell;normal;True;True;10.120.17.123;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1248;/DC-VIC-00/PA4/ADFS;;True;notConfigured;;gray;-1;-1;422 804;208 560;199 224;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] d4b1c760-a60a-ceb8-1464-d4f5ef335320/vicppdadfsfbe05.vmx;[Vsan_Datastore] d4b1c760-a60a-ceb8-1464-d4f5ef335320/;[Vsan_Datastore] d4b1c760-a60a-ceb8-1464-d4f5ef335320/;[Vsan_Datastore] d4b1c760-a60a-ceb8-1464-d4f5ef335320/;;"Last backup: [15/06/2025 19:12:54]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1311;421a0d57-9ca9-d316-1faa-6006b72ca86e;501ade09-507d-b3e8-8f55-c097856a7c0b;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
